50000, 0
100000, 0
150000, 0
200000, 0
250000, 0
300000, 0
350000, 0
400000, 0
450000, 0
500000, 0
550000, 0
600000, 0
650000, 0
700000, 0
750000, 0
800000, 0
850000, 0
900000, 0
950000, 0
1000000, 0
1050000, 0
1100000, 0
1150000, 0
1200000, 0
1250000, 0
1300000, 26000
1350000, 74100
1400000, 81900
1450000, 89700
1500000, 97500
1550000, 105300
1600000, 113100
1650000, 120900
1700000, 130000
1750000, 140400
1800000, 150800
1850000, 161200
1900000, 171600
1950000, 182000
2000000, 192400
2050000, 202800
2100000, 214500
2150000, 227500
2200000, 240500
2250000, 253500
2300000, 266500
2350000, 279500
2400000, 292500
2450000, 305500
2500000, 319800
2550000, 335400
2600000, 351000
2650000, 366600
2700000, 382200
2750000, 397800
2800000, 413400
2850000, 429000
2900000, 444600
2950000, 460200
3000000, 475800
3050000, 491400
3100000, 507000
3150000, 522600
3200000, 538200
3250000, 553800
3300000, 569400
3350000, 585000
3400000, 600600
3450000, 616200
3500000, 631800
3550000, 647400
3600000, 663000
3650000, 678600
3700000, 694200
3750000, 709800
3800000, 725400
3850000, 741000
3900000, 756600
3950000, 772200
4000000, 787800
4050000, 803400
4100000, 819000
4150000, 834600
4200000, 850200
4250000, 865800
4300000, 881400
4350000, 897000
4400000, 912600
4450000, 928200
4500000, 943800
4550000, 959400
4600000, 975000
4650000, 990600
4700000, 1006200
4750000, 1021800
4800000, 1037400
4850000, 1053000
4900000, 1068600
4950000, 1084200
5000000, 1099800
5050000, 1115400
5100000, 1149200
5150000, 1201200
5200000, 1253200
5250000, 1295580
5300000, 1312740
5350000, 1329900
5400000, 1347060
5450000, 1364220
5500000, 1381380
5550000, 1398540
5600000, 1415700
5650000, 1432860
5700000, 1450020
5750000, 1467180
5800000, 1484340
5850000, 1501500
5900000, 1518660
5950000, 1535820
6000000, 1552980
6050000, 1570140
6100000, 1587300
6150000, 1604460
6200000, 1621620
6250000, 1638780
6300000, 1655940
6350000, 1673100
6400000, 1690260
6450000, 1707420
6500000, 1724580
6550000, 1741740
6600000, 1758900
6650000, 1776060
6700000, 1793220
6750000, 1810380
6800000, 1827540
6850000, 1844700
6900000, 1861860
6950000, 1879020
7000000, 1896180
7050000, 1913340
7100000, 1930500
7150000, 1947660
7200000, 1964820
7250000, 1981980
7300000, 1999140
7350000, 2016300
7400000, 2033460
7450000, 2050620
7500000, 2067780
7550000, 2084940
7600000, 2102100
7650000, 2119260
7700000, 2136420
7750000, 2153580
7800000, 2170740
7850000, 2187900
7900000, 2205060
7950000, 2222220
8000000, 2239380
8050000, 2256540
8100000, 2273700
8150000, 2290860
8200000, 2308020
8250000, 2325180
8300000, 2342340
8350000, 2359500
8400000, 2376660
8450000, 2393820
8500000, 2410980
8550000, 2428140
8600000, 2445300
8650000, 2462460
8700000, 2479620
8750000, 2496780
8800000, 2513940
8850000, 2531100
8900000, 2548260
8950000, 2565420
9000000, 2582580
9050000, 2599740
9100000, 2616900
9150000, 2634060
9200000, 2651220
9250000, 2668380
9300000, 2685540
9350000, 2702700
9400000, 2719860
9450000, 2737020
9500000, 2754180
9550000, 2771340
9600000, 2788500
9650000, 2805660
9700000, 2822820
9750000, 2839980
9800000, 2857140
9850000, 2874300
9900000, 2891460
9950000, 2908620
10000000, 2925780
10050000, 2942940
10100000, 2977520
10150000, 3029520
10200000, 3081520
10250000, 3133520
10300000, 3166410
10350000, 3184350
10400000, 3202290
10450000, 3220230
10500000, 3238170
10550000, 3256110
10600000, 3274050
10650000, 3291990
10700000, 3309930
10750000, 3327870
10800000, 3345810
10850000, 3363750
10900000, 3381690
10950000, 3399630
11000000, 3417570
11050000, 3435510
11100000, 3453450
11150000, 3471390
11200000, 3489330
11250000, 3507270
11300000, 3525210
11350000, 3543150
11400000, 3561090
11450000, 3579030
11500000, 3596970
11550000, 3614910
11600000, 3632850
11650000, 3650790
11700000, 3668730
11750000, 3686670
11800000, 3704610
11850000, 3722550
11900000, 3740490
11950000, 3758430
12000000, 3776370
12050000, 3794310
12100000, 3812250
12150000, 3830190
12200000, 3848130
12250000, 3866070
12300000, 3884010
12350000, 3901950
12400000, 3919890
12450000, 3937830
12500000, 3955770
12550000, 3973710
12600000, 3991650
12650000, 4009590
12700000, 4027530
12750000, 4045470
12800000, 4063410
12850000, 4081350
12900000, 4099290
12950000, 4117230
13000000, 4135170
13050000, 4153110
13100000, 4171050
13150000, 4188990
13200000, 4206930
13250000, 4224870
13300000, 4242810
13350000, 4260750
13400000, 4278690
13450000, 4296630
13500000, 4314570
13550000, 4332510
13600000, 4350450
13650000, 4368390
13700000, 4386330
13750000, 4404270
13800000, 4422210
13850000, 4440150
13900000, 4458090
13950000, 4476030
14000000, 4493970
14050000, 4511910
14100000, 4529850
14150000, 4547790
14200000, 4565730
14250000, 4583670
14300000, 4601610
14350000, 4619550
14400000, 4637490
14450000, 4655430
14500000, 4673370
14550000, 4691310
14600000, 4709250
14650000, 4727190
14700000, 4745130
14750000, 4763070
14800000, 4781010
14850000, 4798950
14900000, 4816890
14950000, 4834830
15000000, 4852770
15050000, 4870710
15100000, 4888650
15150000, 4906590
15200000, 4924530
15250000, 4942470
15300000, 4960410
15350000, 4978350
15400000, 4996290
15450000, 5014230
15500000, 5032170
15550000, 5050110
15600000, 5068050
15650000, 5085990
15700000, 5103930
15750000, 5121870
15800000, 5139810
15850000, 5157750
15900000, 5175690
15950000, 5193630
16000000, 5211570
16050000, 5229510
16100000, 5247450
16150000, 5265390
16200000, 5283330
16250000, 5301270
16300000, 5319210
16350000, 5337150
16400000, 5355090
16450000, 5373030
16500000, 5390970
16550000, 5408910
16600000, 5426850
16650000, 5444790
16700000, 5462730
16750000, 5480670
16800000, 5498610
16850000, 5516550
16900000, 5534490
16950000, 5552430
17000000, 5570370
17050000, 5588310
17100000, 5606250
17150000, 5624190
17200000, 5642130
17250000, 5660070
17300000, 5678010
17350000, 5695950
17400000, 5713890
17450000, 5731830
17500000, 5749770
17550000, 5767710
17600000, 5785650
17650000, 5803590
17700000, 5821530
17750000, 5839470
17800000, 5857410
17850000, 5875350
17900000, 5893290
17950000, 5911230
18000000, 5929170
18050000, 5947110
18100000, 5965050
18150000, 5982990
18200000, 6000930
18250000, 6018870
18300000, 6036810
18350000, 6054750
18400000, 6072690
18450000, 6090630
18500000, 6108570
18550000, 6126510
18600000, 6144450
18650000, 6162390
18700000, 6180330
18750000, 6198270
18800000, 6216210
18850000, 6234150
18900000, 6252090
18950000, 6270030
19000000, 6287970
19050000, 6305910
19100000, 6323850
19150000, 6341790
19200000, 6359730
19250000, 6377670
19300000, 6395610
19350000, 6413550
19400000, 6431490
19450000, 6449430
19500000, 6467370
19550000, 6485310
19600000, 6503250
19650000, 6521190
19700000, 6539130
19750000, 6557070
19800000, 6575010
19850000, 6592950
19900000, 6610890
19950000, 6628830
20000000, 6646770
